title,year,runtime,genre,imdb_rating,votes,certificate,metascore,gross
Мрачные тени,2012,113,"['Comedy', 'Fantasy', 'Horror']",6.2,273323,12+,55,79727149
Ночи в стиле буги,1997,155,['Drama'],7.9,273038,18+,85,26400640
Халк,2003,138,"['Action', 'Sci-Fi']",5.6,272914,16+,54,132177234
Чёрная Пантера: Ваканда навеки,2022,161,"['Action', 'Adventure', 'Drama']",6.7,271928,PG-13,67,453721831
Очень страшное кино,2000,88,['Comedy'],6.2,271792,16+,48,157019771
Фантастическая четвёрка: Вторжение Серебряного сёрфера,2007,92,"['Action', 'Adventure', 'Fantasy']",5.6,271382,12+,45,131921738
Ведьма из Блэр: Курсовая с того света,1999,81,"['Horror', 'Mystery']",6.5,271254,16+,81,140539099
Варкрафт,2016,123,"['Action', 'Adventure', 'Fantasy']",6.7,270768,12+,32,47365290
Лобстер,2015,119,"['Drama', 'Romance', 'Sci-Fi']",7.1,270614,18+,82,8699235
Энни Холл,1977,93,"['Comedy', 'Romance']",8.0,270567,12+,92,39200000
Афера,1973,129,"['Comedy', 'Crime', 'Drama']",8.3,269901,0+,83,159600000
Воздушный маршал,2014,106,"['Action', 'Mystery', 'Thriller']",6.9,269832,16+,56,92168600
Правдивая ложь,1994,141,"['Action', 'Comedy', 'Thriller']",7.3,269733,R,63,146282411
Враг у ворот,2001,131,"['Action', 'Drama', 'War']",7.5,269284,16+,53,51401758
Убийство в Восточном экспрессе,2017,114,"['Crime', 'Drama', 'Mystery']",6.5,269220,16+,52,102826543
Таинственный лес,2004,108,"['Drama', 'Mystery', 'Thriller']",6.6,269016,12+,44,114197520
Новый кинотеатр «Парадизо»,1988,155,"['Drama', 'Romance']",8.5,268932,16+,80,11990401
Гринч - похититель Рождества,2000,104,"['Comedy', 'Family', 'Fantasy']",6.3,268893,12+,46,260044825
El Camino: Во все тяжкие,2019,122,"['Action', 'Crime', 'Drama']",7.3,268220,,72,0
Робокоп,1987,102,"['Action', 'Crime', 'Sci-Fi']",7.6,268004,18+,70,53424681
Кокаин,2001,124,"['Biography', 'Crime', 'Drama']",7.5,267363,18+,52,52990775
Планета обезьян: Война,2017,140,"['Action', 'Adventure', 'Drama']",7.4,267221,16+,82,146880162
До встречи с тобой,2016,106,"['Drama', 'Romance']",7.4,267187,16+,51,56245075
Смертельное оружие,1987,109,"['Action', 'Crime', 'Thriller']",7.6,266709,18+,68,65207127
Монстры на каникулах,2012,91,"['Animation', 'Adventure', 'Comedy']",7.0,266352,6+,47,148313048
Семь психопатов,2012,110,"['Comedy', 'Crime']",7.1,266351,16+,66,15024049
Пункт назначения,2000,98,"['Horror', 'Thriller']",6.7,266061,16+,36,53331147
Линкольн,2012,150,"['Biography', 'Drama', 'History']",7.3,265907,16+,87,182207973
Неизвестный,2011,113,"['Action', 'Mystery', 'Thriller']",6.8,265455,PG-13,56,63686397
Джуманджи: Новый уровень,2019,123,"['Action', 'Adventure', 'Comedy']",6.7,264399,12+,58,316831246
Собачий полдень,1975,125,"['Biography', 'Crime', 'Drama']",8.0,264252,16+,86,50000000
Синистер,2012,110,"['Horror', 'Mystery', 'Thriller']",6.8,263921,18+,53,48086903
Капитан Крюк,1991,142,"['Adventure', 'Comedy', 'Family']",6.8,263811,0+,52,119654823
Команда «А»,2010,117,"['Action', 'Adventure', 'Crime']",6.7,263782,PG-13,47,77222099
Ветреная река,2017,107,"['Crime', 'Drama', 'Mystery']",7.7,263320,18+,73,33800859
На несколько долларов больше,1965,132,"['Drama', 'Western']",8.2,263170,14+,74,15000000
Золотой глаз,1995,130,"['Action', 'Adventure', 'Thriller']",7.2,263077,12+,65,106600000
Рассвет мертвецов,2004,101,"['Action', 'Horror']",7.3,263011,18+,59,59020957
История игрушек 4,2019,100,"['Animation', 'Adventure', 'Comedy']",7.7,262871,6+,84,434038008
Меняющие реальность,2011,106,"['Romance', 'Sci-Fi', 'Thriller']",7.0,262816,12+,60,62495645
Американский пирог 2,2001,108,['Comedy'],6.4,262754,16+,43,145103595
Рэмбо: Первая кровь,1982,93,"['Action', 'Adventure', 'Thriller']",7.7,262728,16+,61,47212904
Матрица: Воскрешение,2021,148,"['Action', 'Sci-Fi']",5.7,261767,16+,63,0
Вики Кристина Барселона,2008,96,"['Comedy', 'Drama', 'Romance']",7.1,261637,16+,70,23216709
Стажёр,2015,121,"['Comedy', 'Drama']",7.1,261452,16+,51,75764672
Бегущий в лабиринте: Испытание огнем,2015,131,"['Action', 'Adventure', 'Sci-Fi']",6.3,261421,16+,43,81697192
Одноклассники,2010,102,['Comedy'],5.9,261127,12+,30,162001186
Ной,2014,138,"['Action', 'Adventure', 'Drama']",5.8,260876,16+,68,101200044
Пила 2,2005,93,"['Horror', 'Mystery']",6.6,260680,18+,40,87039965
Подмена,2008,141,"['Biography', 'Crime', 'Drama']",7.8,260093,16+,63,35739802
Вспомнить всё,2012,118,"['Action', 'Adventure', 'Sci-Fi']",6.2,260036,12+,43,58877969
Робот по имени Чаппи,2015,120,"['Action', 'Crime', 'Drama']",6.8,260030,18+,41,31569268
Бэтмен и Робин,1997,125,"['Action', 'Sci-Fi']",3.7,259985,12+,28,107325195
Фокус,2015,105,"['Comedy', 'Crime', 'Drama']",6.6,259727,R,56,53862963
Пол: Секретный материальчик,2011,104,"['Adventure', 'Comedy', 'Sci-Fi']",6.9,259375,16+,57,37412945
Двадцать одно,2008,123,"['Crime', 'Drama', 'History']",6.8,259144,16+,48,81159365
Бэтмен навсегда,1995,121,"['Action', 'Adventure']",5.4,258944,PG-13,51,184031112
Рок-н-рольщик,2008,114,"['Action', 'Crime', 'Thriller']",7.2,258871,16+,53,5694401
Плохие парни 2,2003,147,"['Action', 'Comedy', 'Crime']",6.6,258679,16+,38,138608444
Вышибалы,2004,92,"['Comedy', 'Sport']",6.7,258119,12+,55,114326736
Парфюмер: История одного убийцы,2006,147,"['Crime', 'Drama', 'Fantasy']",7.5,258057,14+,56,2223293
Переступить черту,2005,136,"['Biography', 'Drama', 'Music']",7.8,257674,PG-13,72,119519402
Схватка,2011,117,"['Action', 'Adventure', 'Drama']",6.7,257488,16+,64,51580136
Пекло,2007,107,"['Sci-Fi', 'Thriller']",7.2,257438,16+,64,3675753
Mamma Mia!,2008,108,"['Comedy', 'Musical', 'Romance']",6.5,257241,PG-13,51,144130063
Патруль,2012,109,"['Action', 'Adventure', 'Crime']",7.6,257093,18+,68,41003371
Идентификация,2003,90,"['Mystery', 'Thriller']",7.3,256987,16+,64,52159536
Хроника,2012,89,"['Action', 'Drama', 'Sci-Fi']",7.0,256975,16+,69,64575175
Адреналин,2006,88,"['Action', 'Crime', 'Thriller']",6.9,255957,18+,57,27829874
Подводная лодка,1981,149,"['Drama', 'War']",8.4,255945,R,86,11487676
Король Лев,2019,118,"['Animation', 'Adventure', 'Drama']",6.8,254906,6+,55,543638043
Сумерки. Сага. Рассвет: Часть 2,2012,115,"['Adventure', 'Drama', 'Fantasy']",5.5,254837,12+,52,292298923
Чужой 4: Воскрешение,1997,109,"['Action', 'Horror', 'Sci-Fi']",6.2,254549,16+,63,47748610
Стекло,2019,129,"['Drama', 'Horror', 'Sci-Fi']",6.6,253960,16+,43,111048468
Ледниковый период 3: Эра динозавров,2009,94,"['Animation', 'Adventure', 'Comedy']",6.9,253767,0+,50,196573705
Притворись моей женой,2011,117,"['Comedy', 'Romance']",6.4,253729,PG-13,33,103028109
Оно следует,2014,100,"['Horror', 'Mystery', 'Thriller']",6.8,253393,18+,83,14674077
"Знакомьтесь, Джо Блэк",1998,178,"['Drama', 'Fantasy', 'Romance']",7.2,252852,16+,43,44619100
Морской бой,2012,131,"['Action', 'Adventure', 'Sci-Fi']",5.8,252493,12+,41,65422625
Сумерки. Сага. Затмение,2010,124,"['Action', 'Adventure', 'Drama']",5.0,252296,PG-13,58,300531751
Пока не сыграл в ящик,2007,97,"['Adventure', 'Comedy', 'Drama']",7.4,252076,12+,42,93466502
Стартрек: Бесконечность,2016,122,"['Action', 'Adventure', 'Sci-Fi']",7.0,252044,12+,68,158848340
Чтец,2008,124,"['Drama', 'Romance']",7.6,251896,16+,58,34194407
Как отделаться от парня за 10 дней,2003,116,"['Comedy', 'Romance']",6.4,251856,12+,45,105813373
Дневник Бриджет Джонс,2001,97,"['Comedy', 'Drama', 'Romance']",6.8,251440,12+,66,71543427
Операция «Валькирия»,2008,121,"['Drama', 'History', 'Thriller']",7.1,251103,14+,56,83077833
Враг государства,1998,132,"['Action', 'Thriller']",7.3,251090,0+,67,111549836
Порок на экспорт,2007,100,"['Crime', 'Drama', 'Thriller']",7.6,251058,18+,83,17114882
Шпион,2015,120,"['Action', 'Comedy']",7.0,250682,16+,75,110825712
Хищные птицы: Потрясающая история Харли Квинн,2020,109,"['Action', 'Comedy', 'Crime']",6.1,250148,18+,60,84158461
План побега,2013,115,"['Action', 'Thriller']",6.7,250016,16+,49,25132228
Большой побег,1963,172,"['Adventure', 'Drama', 'History']",8.2,249808,,86,12100000
Развод Надера и Симин,2011,123,['Drama'],8.3,249784,PG-13,95,7098492
Турист,2010,103,"['Action', 'Thriller']",6.0,249492,14+,37,67631157
Поющие под дождём,1952,103,"['Comedy', 'Musical', 'Romance']",8.3,249381,G,99,8819028
Филадельфия,1993,125,['Drama'],7.7,249104,16+,66,77324422
Аэроплан!,1980,88,['Comedy'],7.7,249064,12+,78,83400000
Тихое место 2,2020,97,"['Drama', 'Horror', 'Sci-Fi']",7.2,248783,16+,71,160072261
Новые времена,1936,87,"['Comedy', 'Drama', 'Romance']",8.5,248710,0+,96,163245
Кошмар на улице Вязов,1984,91,['Horror'],7.4,248684,18+,76,25504513
Остин Пауэрс: Человек-загадка международного масштаба,1997,94,"['Adventure', 'Comedy']",7.0,248310,16+,51,53883989
Человек-слон,1980,124,"['Biography', 'Drama']",8.2,248276,14+,78,0
Чёрный Адам,2022,125,"['Action', 'Adventure', 'Fantasy']",6.3,247938,PG-13,41,168152111
К звёздам,2019,123,"['Adventure', 'Drama', 'Mystery']",6.5,247641,16+,80,50188370
Миньоны,2015,91,"['Animation', 'Adventure', 'Comedy']",6.4,247538,6+,56,336045770
Паранормальное явление,2007,86,"['Horror', 'Mystery']",6.3,247474,16+,68,107918810
Левша,2015,124,"['Action', 'Crime', 'Drama']",7.3,247418,18+,57,52421953
Самый пьяный округ в мире,2012,116,"['Biography', 'Crime', 'Drama']",7.2,247305,18+,58,37400127
Чёрная дыра,2000,109,"['Action', 'Horror', 'Sci-Fi']",7.0,247257,R,49,39240659
Бесподобный мистер Фокс,2009,87,"['Animation', 'Adventure', 'Comedy']",7.9,247209,12+,83,21002919
Игра Эндера,2013,114,"['Action', 'Adventure', 'Sci-Fi']",6.6,246957,PG-13,51,61737191
Запрещённый приём,2011,110,"['Action', 'Adventure', 'Fantasy']",6.0,246767,PG-13,33,36392502
Платформа,2019,94,"['Horror', 'Sci-Fi', 'Thriller']",7.0,246592,,73,0
Разлом Сан-Андреас,2015,114,"['Action', 'Adventure', 'Thriller']",6.1,246567,PG-13,43,155190832
Сумерки. Сага. Рассвет: Часть 1,2011,117,"['Adventure', 'Drama', 'Fantasy']",4.9,246509,PG-13,45,281287133
Пляж,2000,119,"['Adventure', 'Drama', 'Romance']",6.6,246014,16+,43,39785027
Дорога,2009,111,"['Drama', 'Thriller']",7.2,245933,18+,64,56692
Круэлла,2021,134,"['Adventure', 'Comedy', 'Crime']",7.3,245709,12+,59,86103234
Потомки,2011,115,"['Comedy', 'Drama']",7.3,245702,16+,84,82584160
Сука любовь,2000,154,"['Drama', 'Thriller']",8.1,245646,16+,83,5383834
"Дивергент, глава 2: Инсургент",2015,119,"['Action', 'Adventure', 'Sci-Fi']",6.2,245622,12+,42,130179072
Сокровище нации: Книга Тайн,2007,124,"['Action', 'Adventure', 'Mystery']",6.5,245569,12+,48,219964115
Бен-Гур,1959,212,"['Adventure', 'Drama']",8.1,245466,0+,90,74700000
Призрачный гонщик,2007,110,"['Action', 'Fantasy', 'Thriller']",5.3,245381,12+,35,115802596
Ночные игры,2018,100,"['Action', 'Adventure', 'Comedy']",6.9,245102,18+,66,69179066
Звуки музыки,1965,172,"['Biography', 'Drama', 'Family']",8.1,245083,0+,63,163214286
Оправданная жестокость,2005,96,"['Action', 'Crime', 'Drama']",7.4,245037,18+,82,31493782
Артист,2011,100,"['Comedy', 'Drama', 'Romance']",7.9,244956,0+,89,44671682
Линкольн для адвоката,2011,118,"['Crime', 'Drama', 'Mystery']",7.3,244699,16+,63,58009200
Что гложет Гилберта Грейпа,1993,118,['Drama'],7.7,244527,16+,73,9170214
"Облачно, возможны осадки в виде фрикаделек",2009,90,"['Animation', 'Adventure', 'Comedy']",6.9,244448,0+,66,124870275
Фонтан,2006,97,"['Drama', 'Mystery', 'Romance']",7.2,243919,PG-13,51,10144010
"Я, снова я и Ирэн",2000,116,['Comedy'],6.6,243767,12+,49,90570999
Святые из Бундока,1999,108,"['Action', 'Thriller']",7.7,243628,16+,44,25812
Коралина в стране кошмаров,2009,100,"['Animation', 'Drama', 'Family']",7.7,243593,12+,80,75286229
Страсти Дон Жуана,2013,90,"['Comedy', 'Drama', 'Romance']",6.5,243204,R,66,24477704
Грязные танцы,1987,100,"['Drama', 'Music', 'Romance']",7.0,243100,12+,65,622968
Лев,2016,118,"['Biography', 'Drama']",8.0,242884,16+,69,51739495
Форсаж 8,2017,136,"['Action', 'Crime', 'Thriller']",6.6,242727,12+,56,226008385
Прирожденные убийцы,1994,119,"['Action', 'Crime', 'Drama']",7.2,242511,18+,74,50282766
Я - Четвертый,2011,111,"['Action', 'Adventure', 'Sci-Fi']",6.1,242023,12+,36,55100437
Геркулес,1997,93,"['Animation', 'Adventure', 'Comedy']",7.3,241739,0+,74,99046791
Паранойя,2007,105,"['Crime', 'Drama', 'Mystery']",6.8,241314,PG-13,62,80209692
21 грaмм,2003,124,"['Crime', 'Drama', 'Thriller']",7.6,241300,16+,70,16290476
Скрытые фигуры,2016,127,"['Biography', 'Drama', 'History']",7.8,241243,12+,74,169607287
"Остин Пауэрс: Шпион, который меня соблазнил",1999,95,"['Action', 'Adventure', 'Comedy']",6.6,240771,18+,59,206040086
Знамение,2009,121,"['Action', 'Mystery', 'Sci-Fi']",6.2,240727,PG-13,41,79957634
Страсти Христовы,2004,127,['Drama'],7.2,240333,16+,47,370782930
Живое,2017,104,"['Horror', 'Sci-Fi', 'Thriller']",6.6,240281,16+,54,30234022
Дитя тьмы,2009,123,"['Horror', 'Mystery', 'Thriller']",7.0,239966,16+,42,41596251
Любой ценой,2016,102,"['Crime', 'Drama', 'Thriller']",7.6,239498,18+,88,26862450
Одинокий рейнджер,2013,150,"['Action', 'Adventure', 'Western']",6.4,239464,12+,37,89302115
Господин Никто,2009,141,"['Drama', 'Fantasy', 'Romance']",7.7,239257,18+,63,3600
Куб,1997,90,"['Drama', 'Horror', 'Mystery']",7.1,238922,16+,61,501818
Телохранитель киллера,2017,118,"['Action', 'Comedy', 'Crime']",6.9,238560,18+,47,75468583
Человек-невидимка,2020,124,"['Drama', 'Horror', 'Mystery']",7.1,238466,18+,72,70410000
Веном 2,2021,97,"['Action', 'Sci-Fi', 'Thriller']",5.9,237966,16+,49,213550366
Рэмбо IV,2008,92,"['Action', 'Adventure', 'Thriller']",7.0,237918,16+,46,42754105
Энканто,2021,102,"['Animation', 'Comedy', 'Family']",7.2,237578,6+,75,96093622
Старая закалка,2003,88,['Comedy'],7.0,237533,16+,54,75585093
Рио,2011,96,"['Animation', 'Adventure', 'Comedy']",6.9,237398,0+,63,143619809
Охотники за привидениями,2016,117,"['Action', 'Comedy', 'Fantasy']",6.8,237275,16+,60,128344089
Хищники,2010,107,"['Action', 'Adventure', 'Fantasy']",6.4,237240,16+,51,52000688
"Больше, чем секс",2011,108,"['Comedy', 'Romance']",6.2,236998,16+,50,70662220
Приключения Тинтина: Тайна Единорога,2011,107,"['Animation', 'Action', 'Adventure']",7.3,236875,12+,68,77591831
Мадагаскар 2,2008,89,"['Animation', 'Adventure', 'Comedy']",6.6,236728,0+,61,180010950
Сайлент Хилл,2006,125,"['Horror', 'Mystery']",6.5,236681,16+,31,46982632
мама!,2017,121,"['Drama', 'Horror', 'Mystery']",6.6,236504,18+,75,17800004
Тепло наших тел,2013,98,"['Comedy', 'Horror', 'Romance']",6.8,236423,12+,60,66380662
Ганди,1982,191,"['Biography', 'Drama', 'History']",8.0,236339,,79,52767889
Ромео + Джульетта,1996,120,"['Drama', 'Romance']",6.8,236090,12+,60,46351345
Хроники Риддика,2004,119,"['Action', 'Adventure', 'Sci-Fi']",6.6,235982,12+,38,57761012
Чикaго,2002,113,"['Comedy', 'Crime', 'Musical']",7.2,235943,12+,81,170687518
Взрослая неожиданность,2008,99,['Comedy'],6.8,235776,16+,61,67294270
Счастливчик Гилмор,1996,92,"['Comedy', 'Sport']",7.0,235761,PG-13,31,38624000
Тарзан,1999,88,"['Animation', 'Adventure', 'Comedy']",7.3,235631,6+,79,171091819
Поезд в Пусан,2016,118,"['Action', 'Horror', 'Thriller']",7.6,235391,,73,2129768
Марс атакует!,1996,106,"['Comedy', 'Sci-Fi']",6.4,234909,12+,52,37771017
Gremlins,1984,106,"['Comedy', 'Fantasy', 'Horror']",7.3,234517,16+,70,148170000
Бабадук,2014,94,"['Horror', 'Mystery']",6.8,234290,16+,86,924279
Джейсон Борн,2016,123,"['Action', 'Thriller']",6.6,234070,PG-13,58,162434410
Робокоп,2014,117,"['Action', 'Crime', 'Sci-Fi']",6.2,233779,12+,52,58607007
Превосходство,2014,119,"['Action', 'Drama', 'Sci-Fi']",6.2,233612,12+,42,23022309
Спуск,2005,99,"['Adventure', 'Horror', 'Thriller']",7.2,233607,18+,71,26024456
Настоящая любовь,1993,119,"['Crime', 'Drama', 'Romance']",7.9,233600,18+,59,12281500
The Karate Kid,1984,126,"['Action', 'Drama', 'Family']",7.3,233541,,60,90815558
Парни со стволами,2016,114,"['Biography', 'Comedy', 'Crime']",7.1,233272,18+,57,43034523
Совокупность лжи,2008,128,"['Action', 'Drama', 'Thriller']",7.0,233146,16+,57,39394666
Первобытный страх,1996,129,"['Crime', 'Drama', 'Mystery']",7.7,232813,16+,47,56116183
Персонаж,2006,113,"['Comedy', 'Drama', 'Fantasy']",7.5,232691,12+,67,40137776
Мюнхен,2005,164,"['Action', 'Drama', 'History']",7.5,232318,16+,74,47403685
Маяк,2019,109,"['Drama', 'Fantasy', 'Mystery']",7.4,232045,18+,83,427797
Нет,2022,130,"['Horror', 'Mystery', 'Sci-Fi']",6.8,231719,16+,77,123277080
Поцелуй навылет,2005,103,"['Comedy', 'Crime', 'Mystery']",7.5,231698,R,72,4243756
Невозможное,2012,114,"['Adventure', 'Drama', 'History']",7.5,231186,12+,73,19019882
Судная ночь,2013,85,"['Horror', 'Sci-Fi', 'Thriller']",5.7,231016,R,41,64473115
Спящие,1996,147,"['Crime', 'Drama', 'Thriller']",7.5,230470,18+,49,49100000
Мальчик в полосатой пижаме,2008,94,"['Drama', 'War']",7.7,230468,12+,55,9030581
Бестолковые,1995,97,"['Comedy', 'Romance']",6.9,230169,12+,68,56631572
Большой,1988,104,"['Comedy', 'Drama', 'Fantasy']",7.3,230127,,73,114968774
Соседка,2004,109,"['Comedy', 'Drama', 'Romance']",6.7,230098,16+,47,14589444
Блондинка в законе,2001,96,"['Comedy', 'Romance']",6.4,230089,0+,59,96520674
8 подруг Оушена,2018,110,"['Action', 'Comedy', 'Crime']",6.3,229774,16+,61,140218711
Влюбленный Шекспир,1998,123,"['Comedy', 'Drama', 'History']",7.1,229511,0+,87,100317794
Анчартед: На картах не значится,2022,116,"['Action', 'Adventure']",6.3,229164,12+,45,148648820
Варяг,2022,137,"['Action', 'Adventure', 'Drama']",7.0,229114,16+,82,34233110
Великий диктатор,1940,125,"['Comedy', 'Drama', 'War']",8.4,229045,0+,0,288475
Хозяин морей: На краю Земли,2003,138,"['Action', 'Adventure', 'Drama']",7.5,229012,12+,81,93927920
Код доступа «Кейптаун»,2012,115,"['Action', 'Thriller']",6.7,228836,18+,52,126373434
Когда Гарри встретил Салли...,1989,95,"['Comedy', 'Drama', 'Romance']",7.7,228833,,76,92823600
Час пик 2,2001,90,"['Action', 'Comedy', 'Crime']",6.6,228792,12+,48,226164286
Штурм Белого дома,2013,131,"['Action', 'Drama', 'Thriller']",6.3,228783,PG-13,52,73103784
Ип Ман,2008,106,"['Action', 'Biography', 'Drama']",8.0,228656,16+,59,0
Наполеон Динамит,2004,96,['Comedy'],6.9,227868,12+,64,44540956
Тоня против всех,2017,119,"['Biography', 'Comedy', 'Drama']",7.5,227693,18+,77,30014539
Близость,2004,104,"['Drama', 'Romance']",7.2,227643,16+,65,33987757
Клерки,1994,92,['Comedy'],7.7,227470,18+,70,3151130
Sunset Blvd.,1950,110,"['Drama', 'Film-Noir']",8.4,227251,,94,0
Мартовские иды,2011,101,"['Drama', 'Thriller']",7.1,226369,16+,67,40962534
Ковбои против пришельцев,2011,119,"['Action', 'Drama', 'Sci-Fi']",6.0,226307,12+,50,100240551
Привидение,1990,127,"['Drama', 'Fantasy', 'Romance']",7.1,226000,14+,52,217631306
Дракула,1992,128,"['Drama', 'Fantasy', 'Horror']",7.4,225949,18+,57,82522790
Мост через реку Квай,1957,161,"['Adventure', 'Drama', 'War']",8.1,225932,PG,87,44908000
Блэйд 2,2002,117,"['Action', 'Horror', 'Sci-Fi']",6.7,225919,18+,52,82348319
Капитан Фантастик,2016,118,"['Comedy', 'Drama']",7.8,225719,R,72,5875006
Большой папа,1999,93,"['Comedy', 'Drama']",6.4,225566,0+,41,163479795
Здесь курят,2005,92,"['Comedy', 'Drama']",7.5,225274,18+,71,24792061
Эйс Вентура 2: Когда зовёт природа,1995,90,"['Adventure', 'Comedy', 'Crime']",6.4,225221,12+,45,108385533
Рокки Бальбоа,2006,102,"['Action', 'Drama', 'Sport']",7.1,224911,14+,63,70270943
Путь Карлито,1993,144,"['Crime', 'Drama', 'Thriller']",7.9,224749,16+,66,36948322
Голая правда,2009,96,"['Comedy', 'Romance']",6.4,224481,16+,28,88915214
Эверест,2015,121,"['Action', 'Adventure', 'Biography']",7.1,224394,12+,64,43482270
Сорвиголова,2003,103,"['Action', 'Crime']",5.3,224285,12+,42,102543520
Ребенок Розмари,1968,137,"['Drama', 'Horror']",8.0,223891,,96,0
Меч короля Артура,2017,126,"['Action', 'Adventure', 'Drama']",6.7,223890,16+,41,39175066
Планета обезьян,2001,119,"['Action', 'Adventure', 'Sci-Fi']",5.7,223763,12+,50,180011740
Per un pugno di dollari,1964,99,"['Action', 'Drama', 'Western']",7.9,223744,16+,65,14500000
"Умри, но не сейчас",2002,133,"['Action', 'Adventure', 'Thriller']",6.1,223729,12+,56,160942139
Форсаж: Хоббс и Шоу,2019,137,"['Action', 'Adventure', 'Thriller']",6.5,223518,12+,60,173956935
Семейка Крудс,2013,98,"['Animation', 'Action', 'Adventure']",7.2,223083,0+,55,187168425
Повар на колесах,2014,114,"['Adventure', 'Comedy', 'Drama']",7.3,223006,12+,68,30640336
Догма,1999,130,"['Adventure', 'Comedy', 'Drama']",7.3,222923,16+,62,30651422
Кровью и потом: Анаболики,2013,129,"['Action', 'Comedy', 'Crime']",6.4,222913,R,45,49875291
Полярный экспресс,2004,100,"['Animation', 'Adventure', 'Comedy']",6.6,222861,6+,61,183373735
Напряги извилины,2008,110,"['Action', 'Adventure', 'Comedy']",6.5,222831,16+,54,130319208
Вспоминая Титанов,2000,113,"['Biography', 'Drama', 'Sport']",7.8,222751,12+,48,115654751
Матч Поинт,2005,124,"['Drama', 'Romance', 'Thriller']",7.6,222643,R,72,23089926
Зловещие мертвецы,1981,85,['Horror'],7.4,222145,18+,71,2400000
Управление гневом,2003,106,['Comedy'],6.2,221620,12+,52,135645823
Впусти меня,2008,114,"['Drama', 'Fantasy', 'Horror']",7.9,221572,16+,82,2122065
Мизери,1990,107,"['Drama', 'Thriller']",7.8,221449,16+,75,61276872
Rocky II,1979,119,"['Drama', 'Sport']",7.3,221328,16+,61,0
Вам письмо,1998,119,"['Comedy', 'Drama', 'Romance']",6.7,221019,12+,57,115821495
Бутч Кэссиди и Санденс Кид,1969,110,"['Biography', 'Crime', 'Drama']",8.0,220973,12+,66,102308889
Призрак в доспехах,2017,107,"['Action', 'Crime', 'Drama']",6.3,220954,16+,52,40563557
Годзилла против Конга,2021,113,"['Action', 'Sci-Fi', 'Thriller']",6.3,220486,12+,59,100916094
Проект X: Дорвались,2012,88,['Comedy'],6.6,220310,18+,48,54731865
